index	Prov	Con_ACT	Sex	Age	variable	Stay	Months_stayed
294	BC	No	M	40-44	M11	1.0	11
295	BC	No	M	40-44	M11	0.0	11
296	BC	No	M	45-49	M11	1.0	11
297	BC	No	M	45-49	M11	1.0	11
298	BC	No	M	50-54	M11	1.0	11
299	BC	No	M	50-54	M11	1.0	11
300	BC	No	M	50-54	M11	1.0	11
301	BC	No	M	50-54	M11	1.0	11
302	BC	No	M	50-54	M11	1.0	11
303	BC	No	M	50-54	M11	0.0	11
304	BC	No	M	50-54	M11		11
305	BC	No	M	50-54	M11	0.0	11
306	BC	No	M	50-54	M11	0.0	11
307	BC	No	M	50-54	M11	0.0	11
308	BC	No	M	50-54	M11	0.0	11
309	BC	No	M	55-59	M11	1.0	11
310	BC	No	M	55-59	M11	0.0	11
311	BC	No	M	55-59	M11	0.0	11
312	BC	No	M	60-64	M11	1.0	11
313	BC	No	M	60-64	M11	1.0	11
314	BC	No	M	60-64	M11	1.0	11
315	BC	No	M	60-64	M11		11
316	BC	No	M	60-64	M11	0.0	11
317	BC	No	M	60-64	M11	0.0	11
318	BC	No	M	60-64	M11	0.0	11
319	BC	No	M	60-64	M11	0.0	11
320	BC	No	M	60-64	M11	0.0	11
321	BC	No	M	60-64	M11	0.0	11
322	BC	No	M	60-64	M11	0.0	11
323	BC	No	M	65+	M11	1.0	11
324	BC	No	M	65+	M11	1.0	11
325	BC	No	M	65+	M11	0.0	11
326	BC		F	20-24	M11		11
327	BC		F	30-34	M11		11
328	BC		F	35-39	M11	1.0	11
329	BC		F	35-39	M11	1.0	11
330	BC		F	40-44	M11	0.0	11
331	BC		F	40-44	M11	0.0	11
332	BC		F	40-44	M11	0.0	11
333	BC		F	45-49	M11		11
334	BC		F	45-49	M11		11
335	BC		F	50-54	M11	1.0	11
336	BC		F	50-54	M11	1.0	11
337	BC		F	50-54	M11	0.0	11
338	BC		F	55-59	M11	1.0	11
339	BC		F	55-59	M11	0.0	11
340	BC		F	55-59	M11	0.0	11
341	BC		F	65+	M11	1.0	11
342	BC		F	65+	M11	0.0	11
343	BC		F	65+	M11	0.0	11
344	BC		F	65+	M11	0.0	11
345	BC		F	65+	M11	0.0	11
346	BC		M	40-44	M11		11
347	BC		M	50-54	M11	1.0	11
348	BC		M	55-59	M11	1.0	11
349	BC		M	60-64	M11	1.0	11
350	BC		M	65+	M11	1.0	11
351	BC		M	65+	M11	0.0	11
352	BC	Yes	F	20-24	M11		11
353	BC	Yes	F	40-44	M11	1.0	11
354	BC	Yes	F	40-44	M11	1.0	11
355	BC	Yes	F	50-54	M11		11
356	BC	Yes	F	55-59	M11	1.0	11
357	BC	Yes	F	55-59	M11		11
358	BC	Yes	F	55-59	M11	0.0	11
359	BC	Yes	F	60-64	M11		11
360	BC	Yes	F	65+	M11	1.0	11
361	BC	Yes	F	65+	M11	1.0	11
362	BC	Yes	F	65+	M11	0.0	11
363	BC	Yes	F	65+	M11	0.0	11
364	BC	Yes	M	40-44	M11	1.0	11
365	BC	Yes	M	55-59	M11		11
366	BC	Yes	M	60-64	M11	1.0	11
367	BC	Yes	M	60-64	M11	1.0	11
368	BC	Yes	M	60-64	M11	0.0	11
369	BC	Yes	M	65+	M11	1.0	11
370	BC	Yes	M	65+	M11	1.0	11
371	ON	No	F	20-24	M11	1.0	11
372	ON	No	F	20-24	M11	0.0	11
373	ON	No	F	20-24	M11	0.0	11
374	ON	No	F	25-29	M11		11
375	ON	No	F	25-29	M11		11
376	ON	No	F	25-29	M11		11
377	ON	No	F	25-29	M11		11
378	ON	No	F	30-34	M11	1.0	11
379	ON	No	F	30-34	M11	1.0	11
380	ON	No	F	30-34	M11	0.0	11
381	ON	No	F	30-34	M11	0.0	11
382	ON	No	F	30-34	M11	0.0	11
383	ON	No	F	35-39	M11	1.0	11
384	ON	No	F	35-39	M11	1.0	11
385	ON	No	F	35-39	M11	1.0	11
386	ON	No	F	35-39	M11	1.0	11
387	ON	No	F	35-39	M11	0.0	11
388	ON	No	F	35-39	M11		11
389	ON	No	F	35-39	M11		11
390	ON	No	F	35-39	M11	0.0	11
391	ON	No	F	35-39	M11	0.0	11
392	ON	No	F	35-39	M11	0.0	11
393	ON	No	F	35-39	M11	0.0	11
394	ON	No	F	35-39	M11	0.0	11
395	ON	No	F	35-39	M11	0.0	11
396	ON	No	F	40-44	M11	1.0	11
397	ON	No	F	40-44	M11	1.0	11
398	ON	No	F	40-44	M11	1.0	11
399	ON	No	F	40-44	M11	1.0	11
400	ON	No	F	40-44	M11	1.0	11
401	ON	No	F	40-44	M11	1.0	11
402	ON	No	F	40-44	M11	1.0	11
403	ON	No	F	40-44	M11	1.0	11
404	ON	No	F	40-44	M11	1.0	11
405	ON	No	F	40-44	M11	1.0	11
406	ON	No	F	40-44	M11	1.0	11
407	ON	No	F	40-44	M11	1.0	11
408	ON	No	F	40-44	M11	1.0	11
409	ON	No	F	40-44	M11	0.0	11
410	ON	No	F	40-44	M11	0.0	11
411	ON	No	F	40-44	M11	0.0	11
412	ON	No	F	40-44	M11		11
413	ON	No	F	40-44	M11		11
414	ON	No	F	40-44	M11	0.0	11
415	ON	No	F	40-44	M11	0.0	11
416	ON	No	F	40-44	M11	0.0	11
417	ON	No	F	40-44	M11	0.0	11
418	ON	No	F	40-44	M11	0.0	11
419	ON	No	F	40-44	M11	0.0	11
420	ON	No	F	40-44	M11	0.0	11
421	ON	No	F	40-44	M11	0.0	11
422	ON	No	F	40-44	M11	0.0	11
423	ON	No	F	40-44	M11	0.0	11
424	ON	No	F	40-44	M11	0.0	11
425	ON	No	F	45-49	M11	1.0	11
426	ON	No	F	45-49	M11	1.0	11
427	ON	No	F	45-49	M11	1.0	11
428	ON	No	F	45-49	M11	1.0	11
429	ON	No	F	45-49	M11	1.0	11
430	ON	No	F	45-49	M11	1.0	11
431	ON	No	F	45-49	M11	1.0	11
432	ON	No	F	45-49	M11	1.0	11
433	ON	No	F	45-49	M11	1.0	11
434	ON	No	F	45-49	M11	1.0	11
435	ON	No	F	45-49	M11	1.0	11
436	ON	No	F	45-49	M11	1.0	11
437	ON	No	F	45-49	M11	1.0	11
438	ON	No	F	45-49	M11	1.0	11
439	ON	No	F	45-49	M11	1.0	11
440	ON	No	F	45-49	M11	0.0	11
441	ON	No	F	45-49	M11	0.0	11
442	ON	No	F	45-49	M11	0.0	11
443	ON	No	F	45-49	M11	0.0	11
444	ON	No	F	45-49	M11	0.0	11
445	ON	No	F	45-49	M11	0.0	11
446	ON	No	F	45-49	M11	0.0	11
447	ON	No	F	45-49	M11	0.0	11
448	ON	No	F	45-49	M11	0.0	11
449	ON	No	F	45-49	M11	0.0	11
450	ON	No	F	45-49	M11	0.0	11
451	ON	No	F	45-49	M11	0.0	11
452	ON	No	F	45-49	M11	0.0	11
453	ON	No	F	45-49	M11	0.0	11
454	ON	No	F	45-49	M11	0.0	11
455	ON	No	F	50-54	M11	1.0	11
456	ON	No	F	50-54	M11	1.0	11
457	ON	No	F	50-54	M11	1.0	11
458	ON	No	F	50-54	M11	1.0	11
459	ON	No	F	50-54	M11	1.0	11
460	ON	No	F	50-54	M11	1.0	11
461	ON	No	F	50-54	M11	1.0	11
462	ON	No	F	50-54	M11	1.0	11
463	ON	No	F	50-54	M11	1.0	11
464	ON	No	F	50-54	M11	1.0	11
465	ON	No	F	50-54	M11	1.0	11
466	ON	No	F	50-54	M11	1.0	11
467	ON	No	F	50-54	M11	1.0	11
468	ON	No	F	50-54	M11	1.0	11
469	ON	No	F	50-54	M11	1.0	11
470	ON	No	F	50-54	M11	1.0	11
471	ON	No	F	50-54	M11	1.0	11
472	ON	No	F	50-54	M11	1.0	11
473	ON	No	F	50-54	M11	1.0	11
474	ON	No	F	50-54	M11	1.0	11
475	ON	No	F	50-54	M11	1.0	11
476	ON	No	F	50-54	M11	1.0	11
477	ON	No	F	50-54	M11	1.0	11
478	ON	No	F	50-54	M11	1.0	11
479	ON	No	F	50-54	M11	1.0	11
480	ON	No	F	50-54	M11	1.0	11
481	ON	No	F	50-54	M11	1.0	11
482	ON	No	F	50-54	M11	1.0	11
483	ON	No	F	50-54	M11	1.0	11
484	ON	No	F	50-54	M11	0.0	11
485	ON	No	F	50-54	M11	0.0	11
486	ON	No	F	50-54	M11		11
487	ON	No	F	50-54	M11		11
488	ON	No	F	50-54	M11	0.0	11
489	ON	No	F	50-54	M11	0.0	11
490	ON	No	F	50-54	M11	0.0	11
491	ON	No	F	50-54	M11	0.0	11
492	ON	No	F	50-54	M11	0.0	11
493	ON	No	F	50-54	M11	0.0	11
494	ON	No	F	50-54	M11	0.0	11
495	ON	No	F	50-54	M11	0.0	11
496	ON	No	F	50-54	M11	0.0	11
497	ON	No	F	50-54	M11	0.0	11
498	ON	No	F	50-54	M11	0.0	11
499	ON	No	F	50-54	M11	0.0	11
500	ON	No	F	50-54	M11	0.0	11
501	ON	No	F	50-54	M11	0.0	11
502	ON	No	F	50-54	M11	0.0	11
503	ON	No	F	50-54	M11	0.0	11
504	ON	No	F	50-54	M11	0.0	11
505	ON	No	F	50-54	M11	0.0	11
506	ON	No	F	50-54	M11	0.0	11
507	ON	No	F	50-54	M11	0.0	11
508	ON	No	F	50-54	M11	0.0	11
509	ON	No	F	50-54	M11	0.0	11
510	ON	No	F	50-54	M11	0.0	11
511	ON	No	F	50-54	M11	0.0	11
512	ON	No	F	50-54	M11	0.0	11
513	ON	No	F	55-59	M11	1.0	11
514	ON	No	F	55-59	M11	1.0	11
515	ON	No	F	55-59	M11	1.0	11
516	ON	No	F	55-59	M11	1.0	11
517	ON	No	F	55-59	M11	1.0	11
518	ON	No	F	55-59	M11	1.0	11
519	ON	No	F	55-59	M11	1.0	11
520	ON	No	F	55-59	M11	1.0	11
521	ON	No	F	55-59	M11	1.0	11
522	ON	No	F	55-59	M11	1.0	11
523	ON	No	F	55-59	M11	1.0	11
524	ON	No	F	55-59	M11	1.0	11
525	ON	No	F	55-59	M11	1.0	11
526	ON	No	F	55-59	M11	1.0	11
527	ON	No	F	55-59	M11	1.0	11
528	ON	No	F	55-59	M11	1.0	11
529	ON	No	F	55-59	M11	0.0	11
530	ON	No	F	55-59	M11	0.0	11
531	ON	No	F	55-59	M11	0.0	11
532	ON	No	F	55-59	M11	0.0	11
533	ON	No	F	55-59	M11	0.0	11
534	ON	No	F	55-59	M11	0.0	11
535	ON	No	F	55-59	M11	0.0	11
536	ON	No	F	55-59	M11	0.0	11
537	ON	No	F	55-59	M11	0.0	11
538	ON	No	F	55-59	M11	0.0	11
539	ON	No	F	55-59	M11	0.0	11
540	ON	No	F	55-59	M11	0.0	11
541	ON	No	F	55-59	M11	0.0	11
542	ON	No	F	55-59	M11	0.0	11
543	ON	No	F	55-59	M11	0.0	11
544	ON	No	F	55-59	M11	0.0	11
545	ON	No	F	55-59	M11	0.0	11
546	ON	No	F	55-59	M11	0.0	11
547	ON	No	F	55-59	M11	0.0	11
548	ON	No	F	55-59	M11	0.0	11
549	ON	No	F	55-59	M11	0.0	11
550	ON	No	F	55-59	M11	0.0	11
551	ON	No	F	55-59	M11	0.0	11
552	ON	No	F	55-59	M11	0.0	11
553	ON	No	F	55-59	M11	0.0	11
554	ON	No	F	55-59	M11	0.0	11
555	ON	No	F	55-59	M11	0.0	11
556	ON	No	F	55-59	M11	0.0	11
557	ON	No	F	55-59	M11	0.0	11
558	ON	No	F	60-64	M11	1.0	11
559	ON	No	F	60-64	M11	1.0	11
560	ON	No	F	60-64	M11	1.0	11
561	ON	No	F	60-64	M11	1.0	11
562	ON	No	F	60-64	M11	1.0	11
563	ON	No	F	60-64	M11	1.0	11
564	ON	No	F	60-64	M11	1.0	11
565	ON	No	F	60-64	M11	1.0	11
566	ON	No	F	60-64	M11	1.0	11
567	ON	No	F	60-64	M11	1.0	11
568	ON	No	F	60-64	M11	1.0	11
569	ON	No	F	60-64	M11	1.0	11
570	ON	No	F	60-64	M11	1.0	11
571	ON	No	F	60-64	M11	1.0	11
572	ON	No	F	60-64	M11	1.0	11
573	ON	No	F	60-64	M11	1.0	11
574	ON	No	F	60-64	M11	0.0	11
575	ON	No	F	60-64	M11	0.0	11
576	ON	No	F	60-64	M11	0.0	11
577	ON	No	F	60-64	M11	0.0	11
578	ON	No	F	60-64	M11	0.0	11
579	ON	No	F	60-64	M11	0.0	11
580	ON	No	F	60-64	M11	0.0	11
581	ON	No	F	60-64	M11	0.0	11
582	ON	No	F	60-64	M11	0.0	11
583	ON	No	F	60-64	M11	0.0	11
584	ON	No	F	60-64	M11	0.0	11
585	ON	No	F	60-64	M11	0.0	11
586	ON	No	F	60-64	M11	0.0	11
587	ON	No	F	60-64	M11	0.0	11
588	ON	No	F	60-64	M11	0.0	11
589	ON	No	F	60-64	M11	0.0	11
590	ON	No	F	60-64	M11	0.0	11
591	ON	No	F	60-64	M11	0.0	11
592	ON	No	F	60-64	M11	0.0	11
593	ON	No	F	60-64	M11	0.0	11
594	ON	No	F	60-64	M11	0.0	11
595	ON	No	F	60-64	M11	0.0	11
596	ON	No	F	60-64	M11	0.0	11
597	ON	No	F	60-64	M11	0.0	11
598	ON	No	F	65+	M11	1.0	11
599	ON	No	F	65+	M11	1.0	11
600	ON	No	F	65+	M11	1.0	11
601	ON	No	F	65+	M11	1.0	11
602	ON	No	F	65+	M11	1.0	11
603	ON	No	F	65+	M11	1.0	11
604	ON	No	F	65+	M11	1.0	11
605	ON	No	F	65+	M11	1.0	11
606	ON	No	F	65+	M11	1.0	11
607	ON	No	F	65+	M11	1.0	11
608	ON	No	F	65+	M11	1.0	11
609	ON	No	F	65+	M11	1.0	11
610	ON	No	F	65+	M11	1.0	11
611	ON	No	F	65+	M11	1.0	11
612	ON	No	F	65+	M11	0.0	11
613	ON	No	F	65+	M11		11
614	ON	No	F	65+	M11		11
615	ON	No	F	65+	M11		11
616	ON	No	F	65+	M11		11
617	ON	No	F	65+	M11		11
618	ON	No	F	65+	M11	0.0	11
619	ON	No	F	65+	M11	0.0	11
620	ON	No	F	65+	M11	0.0	11
621	ON	No	F	65+	M11	0.0	11
622	ON	No	F	65+	M11	0.0	11
623	ON	No	F	65+	M11	0.0	11
624	ON	No	F	65+	M11	0.0	11
625	ON	No	F	65+	M11	0.0	11
626	ON	No	F	65+	M11	0.0	11
627	ON	No	F	65+	M11	0.0	11
628	ON	No	F	65+	M11	0.0	11
629	ON	No	F	65+	M11	0.0	11
630	ON	No	F	65+	M11	0.0	11
631	ON	No	F	65+	M11	0.0	11
632	ON	No	F	65+	M11	0.0	11
633	ON	No	F	65+	M11	0.0	11
634	ON	No	F	65+	M11	0.0	11
635	ON	No	F	65+	M11	0.0	11
636	ON	No	M	20-24	M11	1.0	11
637	ON	No	M	20-24	M11	1.0	11
638	ON	No	M	20-24	M11	0.0	11
639	ON	No	M	25-29	M11		11
640	ON	No	M	25-29	M11	0.0	11
641	ON	No	M	25-29	M11	0.0	11
642	ON	No	M	30-34	M11	1.0	11
643	ON	No	M	30-34	M11	1.0	11
644	ON	No	M	30-34	M11	1.0	11
645	ON	No	M	30-34	M11	0.0	11
646	ON	No	M	30-34	M11	0.0	11
647	ON	No	M	35-39	M11	1.0	11
648	ON	No	M	35-39	M11	1.0	11
649	ON	No	M	35-39	M11	1.0	11
650	ON	No	M	35-39	M11	1.0	11
651	ON	No	M	35-39	M11	1.0	11
652	ON	No	M	35-39	M11	1.0	11
653	ON	No	M	35-39	M11	0.0	11
654	ON	No	M	35-39	M11	0.0	11
655	ON	No	M	35-39	M11	0.0	11
656	ON	No	M	35-39	M11		11
657	ON	No	M	35-39	M11	0.0	11
658	ON	No	M	35-39	M11	0.0	11
659	ON	No	M	35-39	M11	0.0	11
660	ON	No	M	35-39	M11	0.0	11
661	ON	No	M	35-39	M11	0.0	11
662	ON	No	M	40-44	M11	1.0	11
663	ON	No	M	40-44	M11	1.0	11
664	ON	No	M	40-44	M11	1.0	11
665	ON	No	M	40-44	M11	1.0	11
666	ON	No	M	40-44	M11	1.0	11
667	ON	No	M	40-44	M11	0.0	11
668	ON	No	M	40-44	M11		11
669	ON	No	M	40-44	M11	0.0	11
670	ON	No	M	40-44	M11	0.0	11
671	ON	No	M	40-44	M11	0.0	11
672	ON	No	M	40-44	M11	0.0	11
673	ON	No	M	40-44	M11	0.0	11
674	ON	No	M	40-44	M11	0.0	11
675	ON	No	M	40-44	M11	0.0	11
676	ON	No	M	45-49	M11	1.0	11
677	ON	No	M	45-49	M11	1.0	11
678	ON	No	M	45-49	M11	1.0	11
679	ON	No	M	45-49	M11	1.0	11
680	ON	No	M	45-49	M11	1.0	11
681	ON	No	M	45-49	M11	1.0	11
682	ON	No	M	45-49	M11	1.0	11
683	ON	No	M	45-49	M11	1.0	11
684	ON	No	M	45-49	M11	1.0	11
685	ON	No	M	45-49	M11	1.0	11
686	ON	No	M	45-49	M11	1.0	11
687	ON	No	M	45-49	M11	1.0	11
688	ON	No	M	45-49	M11	0.0	11
689	ON	No	M	45-49	M11		11
690	ON	No	M	45-49	M11	0.0	11
691	ON	No	M	45-49	M11	0.0	11
692	ON	No	M	45-49	M11	0.0	11
693	ON	No	M	45-49	M11	0.0	11
694	ON	No	M	45-49	M11	0.0	11
695	ON	No	M	45-49	M11	0.0	11
696	ON	No	M	45-49	M11	0.0	11
697	ON	No	M	45-49	M11	0.0	11
698	ON	No	M	45-49	M11	0.0	11
699	ON	No	M	45-49	M11	0.0	11
700	ON	No	M	45-49	M11	0.0	11
701	ON	No	M	45-49	M11	0.0	11
702	ON	No	M	45-49	M11	0.0	11
703	ON	No	M	45-49	M11	0.0	11
704	ON	No	M	45-49	M11	0.0	11
705	ON	No	M	45-49	M11	0.0	11
706	ON	No	M	45-49	M11	0.0	11
707	ON	No	M	45-49	M11	0.0	11
708	ON	No	M	45-49	M11	0.0	11
709	ON	No	M	50-54	M11	1.0	11
710	ON	No	M	50-54	M11	1.0	11
711	ON	No	M	50-54	M11	1.0	11
712	ON	No	M	50-54	M11	1.0	11
713	ON	No	M	50-54	M11	1.0	11
714	ON	No	M	50-54	M11	1.0	11
715	ON	No	M	50-54	M11	1.0	11
716	ON	No	M	50-54	M11	1.0	11
717	ON	No	M	50-54	M11	1.0	11
718	ON	No	M	50-54	M11	1.0	11
719	ON	No	M	50-54	M11	1.0	11
720	ON	No	M	50-54	M11	1.0	11
721	ON	No	M	50-54	M11	1.0	11
722	ON	No	M	50-54	M11	1.0	11
723	ON	No	M	50-54	M11	1.0	11
724	ON	No	M	50-54	M11	1.0	11
725	ON	No	M	50-54	M11	0.0	11
726	ON	No	M	50-54	M11	0.0	11
727	ON	No	M	50-54	M11	0.0	11
728	ON	No	M	50-54	M11	0.0	11
729	ON	No	M	50-54	M11	0.0	11
730	ON	No	M	50-54	M11	0.0	11
731	ON	No	M	50-54	M11	0.0	11
732	ON	No	M	50-54	M11	0.0	11
733	ON	No	M	50-54	M11	0.0	11
734	ON	No	M	50-54	M11	0.0	11
735	ON	No	M	50-54	M11	0.0	11
736	ON	No	M	50-54	M11	0.0	11
737	ON	No	M	50-54	M11	0.0	11
738	ON	No	M	50-54	M11	0.0	11
739	ON	No	M	50-54	M11	0.0	11
740	ON	No	M	50-54	M11	0.0	11
741	ON	No	M	50-54	M11	0.0	11
742	ON	No	M	55-59	M11	1.0	11
743	ON	No	M	55-59	M11	1.0	11
744	ON	No	M	55-59	M11	1.0	11
745	ON	No	M	55-59	M11	1.0	11
746	ON	No	M	55-59	M11	1.0	11
747	ON	No	M	55-59	M11	1.0	11
748	ON	No	M	55-59	M11	1.0	11
749	ON	No	M	55-59	M11	1.0	11
750	ON	No	M	55-59	M11	1.0	11
751	ON	No	M	55-59	M11	1.0	11
752	ON	No	M	55-59	M11	1.0	11
753	ON	No	M	55-59	M11	1.0	11
754	ON	No	M	55-59	M11	1.0	11
755	ON	No	M	55-59	M11	1.0	11
756	ON	No	M	55-59	M11	1.0	11
757	ON	No	M	55-59	M11	1.0	11
758	ON	No	M	55-59	M11	1.0	11
759	ON	No	M	55-59	M11	1.0	11
760	ON	No	M	55-59	M11	1.0	11
761	ON	No	M	55-59	M11	1.0	11
762	ON	No	M	55-59	M11	1.0	11
763	ON	No	M	55-59	M11	0.0	11
764	ON	No	M	55-59	M11	0.0	11
765	ON	No	M	55-59	M11		11
766	ON	No	M	55-59	M11		11
767	ON	No	M	55-59	M11		11
768	ON	No	M	55-59	M11	0.0	11
769	ON	No	M	55-59	M11	0.0	11
770	ON	No	M	55-59	M11	0.0	11
771	ON	No	M	55-59	M11	0.0	11
772	ON	No	M	55-59	M11	0.0	11
773	ON	No	M	55-59	M11	0.0	11
774	ON	No	M	55-59	M11	0.0	11
775	ON	No	M	55-59	M11	0.0	11
776	ON	No	M	55-59	M11	0.0	11
777	ON	No	M	55-59	M11	0.0	11
778	ON	No	M	55-59	M11	0.0	11
779	ON	No	M	55-59	M11	0.0	11
780	ON	No	M	55-59	M11	0.0	11
781	ON	No	M	55-59	M11	0.0	11
782	ON	No	M	55-59	M11	0.0	11
783	ON	No	M	55-59	M11	0.0	11
784	ON	No	M	55-59	M11	0.0	11
785	ON	No	M	55-59	M11	0.0	11
786	ON	No	M	55-59	M11	0.0	11
787	ON	No	M	55-59	M11	0.0	11
788	ON	No	M	55-59	M11	0.0	11
789	ON	No	M	55-59	M11	0.0	11
790	ON	No	M	55-59	M11	0.0	11
791	ON	No	M	55-59	M11	0.0	11
792	ON	No	M	55-59	M11	0.0	11
793	ON	No	M	55-59	M11	0.0	11
794	ON	No	M	55-59	M11	0.0	11
795	ON	No	M	55-59	M11	0.0	11
796	ON	No	M	55-59	M11	0.0	11
797	ON	No	M	55-59	M11	0.0	11
798	ON	No	M	55-59	M11	0.0	11
799	ON	No	M	55-59	M11	0.0	11
800	ON	No	M	55-59	M11	0.0	11
801	ON	No	M	55-59	M11	0.0	11
802	ON	No	M	55-59	M11	0.0	11
803	ON	No	M	60-64	M11	1.0	11
804	ON	No	M	60-64	M11	1.0	11
805	ON	No	M	60-64	M11	1.0	11
806	ON	No	M	60-64	M11	1.0	11
807	ON	No	M	60-64	M11	1.0	11
808	ON	No	M	60-64	M11	1.0	11
809	ON	No	M	60-64	M11	1.0	11
810	ON	No	M	60-64	M11	1.0	11
811	ON	No	M	60-64	M11	1.0	11
812	ON	No	M	60-64	M11	1.0	11
813	ON	No	M	60-64	M11	1.0	11
814	ON	No	M	60-64	M11	1.0	11
815	ON	No	M	60-64	M11	1.0	11
816	ON	No	M	60-64	M11	1.0	11
817	ON	No	M	60-64	M11	1.0	11
818	ON	No	M	60-64	M11	0.0	11
819	ON	No	M	60-64	M11	0.0	11
820	ON	No	M	60-64	M11	0.0	11
821	ON	No	M	60-64	M11		11
822	ON	No	M	60-64	M11		11
823	ON	No	M	60-64	M11		11
824	ON	No	M	60-64	M11		11
825	ON	No	M	60-64	M11	0.0	11
826	ON	No	M	60-64	M11	0.0	11
827	ON	No	M	60-64	M11	0.0	11
828	ON	No	M	60-64	M11	0.0	11
829	ON	No	M	60-64	M11	0.0	11
830	ON	No	M	60-64	M11	0.0	11
831	ON	No	M	60-64	M11	0.0	11
832	ON	No	M	60-64	M11	0.0	11
833	ON	No	M	60-64	M11	0.0	11
834	ON	No	M	60-64	M11	0.0	11
835	ON	No	M	60-64	M11	0.0	11
836	ON	No	M	60-64	M11	0.0	11
837	ON	No	M	60-64	M11	0.0	11
838	ON	No	M	60-64	M11	0.0	11
839	ON	No	M	60-64	M11	0.0	11
840	ON	No	M	60-64	M11	0.0	11
841	ON	No	M	60-64	M11	0.0	11
842	ON	No	M	65+	M11	1.0	11
843	ON	No	M	65+	M11	1.0	11
844	ON	No	M	65+	M11	1.0	11
845	ON	No	M	65+	M11	1.0	11
846	ON	No	M	65+	M11	1.0	11
847	ON	No	M	65+	M11	1.0	11
848	ON	No	M	65+	M11	1.0	11
849	ON	No	M	65+	M11	1.0	11
850	ON	No	M	65+	M11	1.0	11
851	ON	No	M	65+	M11	0.0	11
852	ON	No	M	65+	M11	0.0	11
853	ON	No	M	65+	M11		11
854	ON	No	M	65+	M11		11
855	ON	No	M	65+	M11	0.0	11
856	ON	No	M	65+	M11	0.0	11
857	ON	No	M	65+	M11	0.0	11
858	ON	No	M	65+	M11	0.0	11
859	ON	No	M	65+	M11	0.0	11
860	ON	No	M	65+	M11	0.0	11
861	ON	No	M	65+	M11	0.0	11
862	ON	No	M	65+	M11	0.0	11
863	ON	No	M	65+	M11	0.0	11
864	ON	No	M	65+	M11	0.0	11
865	ON	No	M	65+	M11	0.0	11
866	ON	No	M	65+	M11	0.0	11
867	ON	No	M	65+	M11	0.0	11
868	ON	No	M	65+	M11	0.0	11
869	ON	No	M	65+	M11	0.0	11
870	ON	No	M	65+	M11	0.0	11
871	ON	No	M	65+	M11	0.0	11
872	ON	No	M	65+	M11	0.0	11
873	ON	No	M	65+	M11	0.0	11
874	ON	No	M	65+	M11	0.0	11
875	ON	No	M	65+	M11	0.0	11
876	ON		F	18-19	M11		11
877	ON		F	20-24	M11		11
878	ON		F	20-24	M11	0.0	11
879	ON		F	30-34	M11	1.0	11
880	ON		F	30-34	M11	0.0	11
881	ON		F	35-39	M11		11
882	ON		F	40-44	M11	1.0	11
883	ON		F	40-44	M11	1.0	11
884	ON		F	40-44	M11	1.0	11
885	ON		F	40-44	M11	1.0	11
886	ON		F	40-44	M11	0.0	11
887	ON		F	40-44	M11	0.0	11
888	ON		F	40-44	M11	0.0	11
889	ON		F	40-44	M11	0.0	11
890	ON		F	40-44	M11	0.0	11
891	ON		F	45-49	M11		11
892	ON		F	45-49	M11		11
893	ON		F	45-49	M11		11
894	ON		F	45-49	M11		11
895	ON		F	45-49	M11		11
896	ON		F	50-54	M11	1.0	11
897	ON		F	50-54	M11	1.0	11
898	ON		F	50-54	M11	1.0	11
899	ON		F	50-54	M11	1.0	11
900	ON		F	50-54	M11	0.0	11
901	ON		F	50-54	M11	0.0	11
902	ON		F	55-59	M11	1.0	11
903	ON		F	55-59	M11	1.0	11
904	ON		F	55-59	M11	0.0	11
905	ON		F	55-59	M11	0.0	11
906	ON		F	55-59	M11	0.0	11
907	ON		F	55-59	M11	0.0	11
908	ON		F	55-59	M11	0.0	11
909	ON		F	55-59	M11	0.0	11
910	ON		F	60-64	M11	1.0	11
911	ON		F	60-64	M11	1.0	11
912	ON		F	60-64	M11	1.0	11
913	ON		F	60-64	M11		11
914	ON		F	60-64	M11	0.0	11
915	ON		F	60-64	M11	0.0	11
916	ON		M	18-19	M11	1.0	11
917	ON		M	18-19	M11	0.0	11
918	ON		M	25-29	M11		11
919	ON		M	25-29	M11	0.0	11
920	ON		M	30-34	M11	1.0	11
921	ON		M	30-34	M11	0.0	11
922	ON		M	30-34	M11	0.0	11
923	ON		M	35-39	M11	1.0	11
924	ON		M	35-39	M11	1.0	11
925	ON		M	35-39	M11	0.0	11
926	ON		M	35-39	M11	0.0	11
927	ON		M	40-44	M11	1.0	11
928	ON		M	40-44	M11	1.0	11
929	ON		M	40-44	M11	0.0	11
930	ON		M	40-44	M11	0.0	11
931	ON		M	45-49	M11	0.0	11
932	ON		M	45-49	M11	0.0	11
933	ON		M	45-49	M11	0.0	11
934	ON		M	50-54	M11	1.0	11
935	ON		M	50-54	M11		11
936	ON		M	50-54	M11	0.0	11
937	ON		M	55-59	M11	1.0	11
938	ON		M	55-59	M11	1.0	11
939	ON		M	55-59	M11	1.0	11
940	ON		M	55-59	M11	1.0	11
941	ON		M	55-59	M11	0.0	11
942	ON		M	55-59	M11	0.0	11
943	ON		M	55-59	M11	0.0	11
944	ON		M	60-64	M11	1.0	11
945	ON		M	60-64	M11	1.0	11
946	ON		M	60-64	M11	1.0	11
947	ON		M	60-64	M11	1.0	11
948	ON		M	60-64	M11	1.0	11
